location,location_score,area_sqft,bedrooms,bathrooms,age_years,distance_to_city_km,price_lakhs
Kullu,9.4,1692,5,4,16,22.9,173.05
Palampur,4.6,1224,1,1,29,17.0,48.59
Mandi,5.2,2389,4,4,38,19.6,130.78
Mandi,4.1,3760,1,1,28,15.7,167.61
Dharamshala,5.2,3641,4,4,11,22.7,212.55
Solan,5.3,1914,1,1,31,22.5,89.4
Mandi,7.4,512,5,5,9,1.9,151.01
Chamba,4.3,3606,1,1,2,5.1,214.8
Shimla,9.4,3640,3,2,17,10.2,295.79
Bilaspur,3.7,2617,4,4,20,8.9,167.2
Mandi,3.0,2699,5,5,18,13.4,166.81
Chamba,9.0,2343,2,1,10,7.0,191.17
Palampur,7.9,543,5,5,10,20.0,113.68
Chamba,5.5,1058,1,1,36,0.7,83.12
Mandi,7.2,1001,3,3,11,19.9,115.98
Bilaspur,4.6,3700,5,5,31,10.1,232.16
Kullu,4.2,674,2,1,10,0.6,92.27
Kullu,6.3,2448,3,3,4,21.3,178.02
Solan,5.5,1769,3,3,2,11.4,141.19
Dharamshala,7.3,521,2,1,9,18.3,84.92
Kullu,4.5,3717,4,4,33,22.0,182.53
Chamba,7.6,563,3,3,18,1.3,131.24
Mandi,8.4,3495,4,3,27,6.9,252.16
Dharamshala,4.2,3221,3,2,38,3.4,166.29
Solan,3.3,3277,5,5,1,2.9,224.71
Mandi,6.1,1066,3,3,4,23.7,102.11
Mandi,8.4,3583,4,3,36,20.2,225.95
Palampur,7.6,2595,4,3,22,9.4,204.6
Bilaspur,7.9,1906,5,5,24,17.3,174.2
Kullu,5.8,2883,5,4,13,23.0,179.49
Solan,4.6,1695,2,1,33,5.9,107.64
Bilaspur,6.7,1477,2,1,25,0.8,138.25
Kullu,4.4,1508,2,1,10,20.7,77.66
Kullu,8.1,2492,3,2,25,18.2,182.37
Bilaspur,4.4,2603,3,3,0,4.4,203.56
Mandi,5.0,1340,1,1,9,12.5,75.22
Shimla,6.5,1359,5,4,8,4.4,176.82
Dharamshala,6.4,3812,5,4,31,15.3,223.55
Bilaspur,7.2,2302,4,3,29,16.4,166.04
Chamba,6.1,3510,2,1,3,7.3,193.24
Chamba,9.4,1655,5,5,36,19.6,164.96
Chamba,8.9,1508,2,1,32,12.1,140.17
Palampur,9.2,1489,2,2,17,17.8,140.44
Mandi,7.4,2350,5,4,8,16.2,190.51
Shimla,7.4,3226,5,5,16,11.5,273.4
Shimla,7.3,2252,3,2,23,7.7,191.8
Chamba,6.0,1532,1,1,25,5.5,106.42
Mandi,5.3,3860,1,1,13,18.8,188.63
Chamba,7.1,2503,5,4,4,16.2,188.4
Bilaspur,3.2,1879,2,1,24,7.4,105.22
Mandi,3.1,533,4,4,28,24.2,8.0
Solan,9.0,2467,2,1,10,20.4,189.09
Kullu,3.3,2673,3,3,25,3.6,172.42
Chamba,6.7,3750,5,4,22,4.5,269.76
Mandi,7.3,1307,3,3,20,13.8,115.9
Solan,4.4,1069,3,3,0,3.0,144.99
Dharamshala,9.3,3997,3,2,12,24.1,254.86
Bilaspur,4.3,2426,2,2,14,16.1,133.46
Dharamshala,9.2,594,3,3,33,2.1,120.82
Mandi,8.3,869,3,2,33,11.4,110.5
Mandi,4.7,2163,1,1,34,5.9,112.33
Kullu,4.1,2661,3,3,18,12.5,140.45
Shimla,5.2,1352,4,4,13,6.6,157.84
Kullu,5.8,1779,1,1,19,20.9,113.79
Bilaspur,4.7,3076,5,4,31,18.2,187.08
Chamba,10.0,3886,5,5,24,22.7,286.69
Bilaspur,4.6,2218,4,3,24,5.3,181.6
Chamba,8.8,1953,1,1,17,9.9,151.45
Chamba,4.1,1763,3,3,27,20.2,75.66
Palampur,9.9,976,5,4,34,9.7,154.04
Shimla,4.6,684,1,1,26,9.8,50.41
Shimla,6.0,3418,4,3,16,24.7,191.89
Chamba,6.9,629,5,4,33,19.4,73.95
Solan,3.8,3373,1,1,37,21.6,119.07
Bilaspur,8.7,1365,2,1,31,10.5,126.44
Kullu,4.9,2932,4,3,35,14.9,172.07
Palampur,6.8,3830,5,5,10,11.5,277.03
Kullu,6.8,3120,4,4,16,11.5,203.1
Shimla,7.2,3053,3,2,9,3.6,242.23
Shimla,3.4,1426,4,4,14,21.1,108.02
Bilaspur,4.2,2593,3,3,29,10.1,148.3
Chamba,4.1,2747,3,3,27,14.8,156.92
Chamba,5.1,1988,4,4,0,21.5,143.15
Shimla,4.0,633,1,1,30,19.5,17.42
Kullu,9.5,3693,2,1,7,5.4,271.13
Shimla,6.6,1189,1,1,7,15.7,97.94
Dharamshala,7.4,3907,4,4,21,12.6,257.67
Mandi,5.5,3762,4,4,9,6.9,263.24
Dharamshala,4.9,566,1,1,38,1.5,41.13
Kullu,6.5,3087,1,1,5,15.9,169.27
Shimla,5.1,2719,2,2,6,19.6,161.52
Palampur,5.4,1307,2,1,30,23.6,61.53
Palampur,6.2,3344,3,3,11,9.2,228.97
Bilaspur,6.5,889,3,3,28,10.3,110.71
Bilaspur,9.9,1370,2,1,27,4.5,157.97
Kullu,4.6,3821,1,1,7,24.6,178.24
Palampur,6.4,3099,4,3,23,21.3,181.77
Dharamshala,4.0,892,4,3,21,24.0,50.74
Mandi,5.4,1004,4,3,3,12.6,125.78
Solan,8.0,1399,5,4,30,5.6,196.27
Mandi,4.2,746,5,4,34,14.5,78.13
Chamba,7.1,1139,5,4,37,9.6,136.26
Bilaspur,5.9,2501,4,4,3,9.0,216.63
Chamba,3.4,526,1,1,7,2.5,34.85
Solan,9.5,1506,2,1,33,2.3,164.01
Dharamshala,5.9,1599,3,2,12,9.8,149.94
Dharamshala,8.5,3898,4,3,25,23.2,241.56
Shimla,5.9,3909,5,4,13,18.2,246.03
Mandi,9.6,3459,4,4,8,19.1,254.85
Mandi,5.0,1696,2,2,24,6.2,114.46
Palampur,5.9,2345,4,3,8,18.5,158.97
Mandi,8.3,2265,4,3,5,10.5,227.87
Shimla,5.4,3510,4,3,21,2.0,257.07
Shimla,5.6,3110,3,2,7,10.2,231.21
Dharamshala,10.0,3673,4,3,7,3.7,302.88
Kullu,6.9,2428,2,2,31,21.4,124.72
Palampur,7.8,3717,2,2,21,21.1,204.24
Shimla,7.5,3102,2,2,21,7.5,201.02
Palampur,8.8,3085,2,2,5,15.5,215.25
Chamba,9.0,2815,4,4,6,9.4,248.27
Bilaspur,6.9,1674,2,1,15,4.3,162.23
Mandi,5.1,2629,1,1,15,16.4,128.67
Bilaspur,3.2,1748,1,1,18,19.1,77.97
Kullu,7.3,2773,5,5,5,19.5,238.44
Chamba,8.8,1391,3,3,35,4.2,159.46
Bilaspur,6.2,3297,3,3,14,13.1,227.98
Dharamshala,4.2,2499,5,4,32,1.1,164.79
Mandi,5.0,2985,1,1,16,2.7,175.82
Kullu,6.6,1276,5,4,18,2.5,169.34
Solan,8.9,3271,4,3,4,1.9,291.9
Shimla,4.2,3309,4,3,27,8.7,210.75
Dharamshala,7.3,1009,3,2,2,9.3,129.43
Solan,8.3,1725,4,3,29,17.6,142.4
Mandi,9.6,2871,2,2,35,8.6,209.1
Chamba,3.8,3557,2,2,14,3.9,199.07
Chamba,9.5,3079,5,4,35,23.7,203.03
Bilaspur,7.2,2150,2,2,27,21.9,121.36
Chamba,8.4,1549,4,4,0,3.5,207.51
Shimla,3.4,3684,5,4,8,9.4,249.53
Kullu,6.5,3561,3,3,25,4.6,223.92
Shimla,7.4,3638,2,1,28,24.0,196.29
Bilaspur,5.1,1566,5,4,3,9.2,178.48
Solan,6.0,2027,5,4,27,2.9,176.69
Shimla,6.9,1353,3,2,32,18.3,101.51
Bilaspur,6.9,3840,1,1,3,17.9,230.04
Solan,3.3,3534,3,2,35,6.4,182.34
Dharamshala,6.1,1106,3,3,21,8.4,117.54
Shimla,4.5,1364,1,1,24,10.7,68.22
Shimla,9.4,2432,3,3,2,7.1,247.66
Kullu,9.8,1954,1,1,24,7.6,169.16
Chamba,5.1,2109,4,4,18,20.1,138.42
Solan,4.2,1787,3,2,14,18.9,106.05
Bilaspur,4.5,2858,4,4,31,17.5,166.53
Palampur,6.3,3643,3,2,9,17.3,244.98
Palampur,9.1,3710,4,4,2,13.3,282.51
Bilaspur,6.5,2093,4,4,19,9.1,178.99
Palampur,3.4,3397,1,1,29,18.2,114.09
Shimla,3.3,2930,3,3,5,3.4,211.91
Palampur,4.6,1189,4,3,39,4.0,101.13
Solan,8.9,3279,3,2,26,3.6,245.88
Palampur,7.4,1726,2,2,37,18.5,107.85
Shimla,6.9,2697,5,4,18,15.0,207.1
Shimla,5.2,3022,1,1,4,11.5,170.76
Solan,9.5,3802,5,5,7,12.2,323.59
Kullu,5.3,3819,4,3,20,20.8,217.35
Palampur,8.8,3308,2,2,23,3.5,254.52
Mandi,9.3,2270,1,1,29,9.9,162.92
Shimla,6.4,1900,5,5,31,19.1,135.46
Kullu,9.3,2044,3,3,30,16.6,167.04
Shimla,4.9,3827,5,5,23,11.2,249.55
Mandi,7.6,1217,5,5,0,6.0,198.19
Chamba,3.6,2336,1,1,21,23.7,73.38
Solan,6.3,2878,4,4,32,10.5,201.77
Mandi,4.5,579,2,1,33,22.0,8.0
Dharamshala,3.4,2722,5,4,33,19.6,129.97
Kullu,3.0,1410,2,2,0,21.6,75.66
Dharamshala,5.3,1482,1,1,17,0.9,107.46
Kullu,7.1,2676,4,4,24,12.2,187.6
Chamba,6.2,531,3,2,9,6.9,123.15
Chamba,5.1,1048,3,3,16,7.2,126.6
Dharamshala,9.9,2092,2,1,3,7.1,240.79
Bilaspur,9.6,2544,3,2,7,10.0,236.39
Palampur,3.9,881,5,5,0,10.6,129.8
Mandi,5.9,1765,4,4,39,16.0,116.67
Chamba,7.5,1576,5,5,34,7.9,161.14
Palampur,8.1,2370,2,2,16,7.2,204.15
Chamba,5.6,1552,5,5,0,9.3,191.99
Palampur,8.2,506,2,1,13,17.3,96.52
Chamba,3.9,2355,5,5,17,0.5,182.85
Solan,5.3,3469,5,4,6,18.8,230.56
Kullu,8.0,2546,1,1,26,8.8,164.49
Chamba,7.4,1766,5,5,39,14.6,147.9
Chamba,8.9,2188,4,4,33,19.2,192.43
Dharamshala,3.3,990,4,3,34,13.0,46.46
Bilaspur,4.2,1328,3,3,33,16.4,98.16
Solan,3.3,2032,2,2,2,23.0,106.53
Solan,4.3,2573,5,5,22,1.2,194.83
Solan,3.0,2201,1,1,22,9.1,102.73
Kullu,6.5,3870,5,5,4,23.2,246.17
Bilaspur,6.7,2730,2,2,5,21.0,166.89
Bilaspur,7.6,580,4,3,22,15.6,102.1
Dharamshala,5.7,2335,3,2,28,6.1,156.7
Solan,3.0,2539,2,2,8,8.6,134.48
Solan,7.7,652,2,1,19,21.5,68.73
Kullu,3.4,1847,2,1,3,17.6,84.36
Bilaspur,9.1,3550,5,4,4,7.5,288.04
Bilaspur,3.2,1749,4,4,23,3.7,115.91
Kullu,6.7,2097,4,3,22,19.6,169.54
Bilaspur,9.3,1274,4,4,30,14.6,155.22
Mandi,7.0,769,3,3,36,24.1,66.73
Solan,7.3,1613,5,5,7,10.5,188.47
Mandi,7.8,3204,2,1,13,9.1,228.63
Palampur,3.9,3941,5,4,34,7.6,239.38
Kullu,7.7,2810,2,2,2,12.3,217.25
Shimla,9.2,3408,2,1,33,8.4,247.82
Shimla,9.8,2773,3,3,37,2.3,231.95
Palampur,6.1,2805,4,3,3,8.1,228.68
Bilaspur,5.4,1994,4,3,5,5.9,187.91
Mandi,8.3,714,4,3,27,20.5,87.7
Chamba,6.8,1936,1,1,19,6.3,145.84
Dharamshala,4.8,3527,1,1,39,11.7,136.41
Kullu,4.2,2377,5,4,21,17.0,149.61
Mandi,4.2,3166,5,4,26,4.2,207.26
Kullu,6.2,677,1,1,9,13.5,71.85
Solan,4.2,1204,5,5,12,21.3,97.5
Bilaspur,3.1,1546,2,1,7,14.8,91.17
Mandi,3.4,1757,5,5,5,12.3,135.45
Palampur,9.5,3957,5,4,4,21.1,317.45
Bilaspur,3.5,2116,4,3,35,23.7,95.02
Palampur,3.5,2817,1,1,2,20.6,121.55
Mandi,6.2,2755,4,3,20,10.5,203.99
Chamba,4.7,1966,1,1,20,15.5,111.16
Shimla,9.7,3882,2,1,2,13.4,282.5
Solan,9.4,1278,4,4,33,7.9,151.77
Solan,5.8,620,1,1,20,11.2,88.59
Kullu,6.1,3108,2,1,5,20.8,187.39
Dharamshala,5.6,2788,4,4,5,7.9,202.02
Dharamshala,3.3,1411,1,1,28,22.3,35.51
Dharamshala,5.0,3537,2,1,24,24.8,153.08
Shimla,3.9,1068,1,1,16,8.0,70.94
Bilaspur,3.7,1378,4,3,16,3.5,110.44
Solan,6.9,1040,1,1,1,24.0,85.95
Chamba,3.7,1151,2,2,1,4.7,98.31
Chamba,3.7,3052,3,3,21,19.4,145.83
Palampur,6.4,2962,2,1,14,1.5,215.89
Solan,6.1,2749,2,2,10,6.3,189.7
Dharamshala,4.0,3512,5,4,15,6.9,226.18
Solan,3.0,744,4,4,24,7.8,82.98
Chamba,4.4,2671,1,1,11,23.0,109.33
Mandi,4.7,902,5,4,13,4.8,119.87
Chamba,8.6,3844,3,3,11,4.8,273.98
Palampur,9.4,2718,1,1,26,17.4,168.62
Palampur,5.8,3159,5,5,2,23.8,216.36
Kullu,5.8,2498,2,2,36,10.0,151.08
Chamba,8.0,1842,2,1,22,19.4,120.4
Bilaspur,7.4,2900,1,1,9,1.3,225.73
Chamba,4.3,3425,5,4,30,20.7,182.38
Kullu,3.8,1123,2,2,37,18.2,20.98
Palampur,6.1,3551,3,2,2,22.5,213.14
Dharamshala,7.0,3043,2,2,8,16.1,213.44
Kullu,4.0,800,5,5,5,23.6,61.51
Mandi,5.1,3776,4,3,2,10.1,273.75
Bilaspur,5.1,1130,3,2,29,18.4,62.5
Bilaspur,4.8,2603,2,1,7,18.3,125.16
Chamba,6.2,953,4,4,15,7.1,134.12
Bilaspur,7.6,1186,3,2,32,23.1,98.21
Dharamshala,6.6,2750,5,5,24,19.6,188.1
Chamba,4.4,2878,4,3,27,21.7,150.44
Palampur,3.7,2904,1,1,3,9.4,187.6
Solan,8.8,1700,5,4,38,21.1,150.24
Kullu,6.4,3370,1,1,3,8.2,254.08
Palampur,3.4,672,2,2,28,24.1,23.99
Chamba,4.8,3490,3,2,25,1.1,217.24
Solan,8.6,1558,2,1,16,15.7,143.1
Shimla,8.3,2672,5,4,33,3.2,228.35
Shimla,9.1,3669,5,4,35,18.1,253.17
Dharamshala,7.2,1394,1,1,2,9.4,144.05
Palampur,6.0,1938,2,1,38,21.8,82.42
Chamba,6.0,3399,2,1,9,21.9,168.13
Bilaspur,4.4,3526,4,4,31,9.5,219.38
Kullu,7.6,1323,3,2,32,20.3,112.53
Solan,7.1,2280,4,4,22,17.2,155.03
Shimla,4.1,1666,1,1,34,11.0,75.52
Solan,9.2,2309,3,3,33,8.9,205.86
Dharamshala,5.6,1827,2,1,20,5.7,145.39
Bilaspur,3.3,518,2,1,7,2.0,62.28
Bilaspur,5.3,3735,4,3,17,13.2,238.4
Bilaspur,9.1,2729,1,1,36,13.7,173.08
Kullu,9.4,2115,1,1,8,11.4,189.62
Solan,6.4,877,3,3,39,23.8,43.59
Mandi,9.7,749,4,3,7,0.8,133.48
Shimla,9.1,2175,3,2,26,21.3,152.16
Palampur,8.8,2771,1,1,25,20.1,175.0
Chamba,9.0,1411,4,3,7,19.1,161.4
Dharamshala,5.7,3105,2,1,18,13.4,185.31
Bilaspur,8.3,1873,4,3,5,5.2,223.7
Chamba,7.0,538,2,2,14,21.6,63.16
Kullu,8.0,2379,5,5,38,18.7,173.1
Palampur,4.2,1133,2,2,2,20.9,48.87
Mandi,8.1,550,5,4,34,6.3,107.49
Mandi,9.7,955,2,1,27,14.1,101.17
Kullu,5.1,1496,4,3,29,10.7,122.69
Dharamshala,9.9,2302,3,3,11,16.2,205.18
Chamba,5.6,3963,1,1,37,18.9,166.95
Palampur,4.4,1264,1,1,10,4.8,91.86
Palampur,3.8,700,3,2,20,4.8,66.71
Bilaspur,8.5,1169,1,1,1,1.6,172.91
Mandi,6.9,1617,4,3,35,4.4,152.07
Chamba,5.1,1218,1,1,28,6.4,94.39
Chamba,7.3,1624,3,3,6,2.3,158.47
Palampur,5.3,3891,2,2,26,9.2,219.33
Kullu,6.1,1827,1,1,7,17.0,114.81
Solan,9.0,2721,2,2,17,19.9,186.6
Solan,7.7,2896,3,3,20,9.0,232.25
Solan,8.3,955,2,2,37,2.6,115.22
Chamba,7.1,1367,2,1,13,19.1,114.39
Palampur,9.9,1955,2,2,0,10.1,195.33
Kullu,4.7,2110,2,1,17,6.7,137.67
Mandi,4.8,546,3,2,37,12.0,26.78
Shimla,3.6,2757,5,4,31,24.3,132.59
Solan,6.9,1552,3,3,2,9.6,168.98
Shimla,7.3,1628,3,2,2,24.0,148.74
Shimla,8.1,2610,4,3,30,6.7,200.43
Shimla,5.3,3820,3,3,28,3.1,227.22
Dharamshala,3.1,3527,5,4,22,4.4,209.87
Bilaspur,7.4,3928,3,3,3,19.5,250.36
Mandi,10.0,1947,2,1,11,13.7,172.44
Solan,5.1,918,3,2,33,14.8,38.28
Dharamshala,4.3,1255,4,3,5,24.2,78.4
Chamba,5.0,1703,2,2,8,12.9,121.58
Dharamshala,6.0,1550,2,2,18,3.4,136.35
Dharamshala,4.8,1227,3,3,29,18.1,81.91
Kullu,5.4,1028,5,4,33,5.6,127.99
Bilaspur,7.5,1153,2,1,23,14.7,97.38
Palampur,5.4,2803,3,2,19,21.4,133.79
Bilaspur,5.8,2218,4,4,15,12.2,177.69
Bilaspur,3.3,631,4,4,1,8.2,95.92
Bilaspur,9.4,2473,1,1,10,14.6,188.4
Mandi,5.8,3448,2,1,8,3.6,242.33
Chamba,5.3,1989,5,5,2,8.0,197.91
Palampur,3.6,1615,5,4,29,12.9,111.78
Mandi,7.4,1453,4,3,14,6.7,169.34
Bilaspur,9.0,1827,1,1,20,1.5,186.96
Shimla,3.3,1475,3,3,8,14.8,90.86
Chamba,4.0,3734,1,1,23,10.3,168.48
Shimla,4.0,3972,2,1,5,10.1,215.2
Dharamshala,7.2,1701,5,5,27,24.9,121.84
Kullu,9.4,3732,2,1,29,3.2,260.93
Bilaspur,6.1,3487,1,1,12,4.3,220.19
Shimla,5.4,765,4,4,8,22.0,87.0
Chamba,8.4,2217,4,3,31,3.7,197.62
Mandi,8.2,2797,4,4,8,23.0,230.4
Mandi,4.7,1977,5,5,7,17.0,169.85
Palampur,4.1,2099,4,4,13,13.4,145.37
Palampur,5.5,2229,4,3,38,7.3,152.83
Chamba,8.4,2910,5,4,18,9.3,263.08
Palampur,7.9,1528,2,1,10,20.7,117.94
Palampur,7.7,2589,3,3,20,1.9,206.95
Solan,8.8,1352,3,3,13,19.3,146.47
Shimla,4.9,3612,4,4,26,20.8,197.87
Solan,5.4,796,3,3,17,17.8,82.84
Dharamshala,3.3,734,3,3,23,1.8,89.12
Chamba,9.1,632,1,1,17,18.7,79.14
Dharamshala,7.1,1723,4,4,19,18.2,131.07
Kullu,5.1,2621,1,1,17,0.8,163.59
Bilaspur,3.5,3949,3,2,15,22.4,190.67
Bilaspur,8.1,2091,3,3,38,3.7,165.92
Kullu,8.2,1137,4,4,10,24.0,108.16
Palampur,7.7,1788,3,2,32,2.2,166.33
Chamba,4.4,945,1,1,28,6.3,55.23
Chamba,9.4,2151,3,3,21,17.4,161.75
Shimla,8.3,3051,2,2,12,3.9,239.62
Solan,7.6,624,2,1,19,5.0,102.24
Solan,7.6,3221,2,1,33,0.8,238.12
Shimla,9.3,1299,1,1,7,20.7,127.81
Kullu,9.5,2852,5,4,23,1.4,276.85
Bilaspur,7.2,3354,2,1,30,16.0,187.32
Solan,5.9,3216,3,3,25,14.8,182.81
Mandi,5.5,2844,5,4,5,13.0,208.73
Chamba,8.7,2928,2,1,20,9.7,224.82
Palampur,7.5,1156,5,4,7,7.8,181.35
Bilaspur,3.5,975,3,2,37,23.9,8.0
Palampur,4.0,1834,5,5,14,19.7,114.84
Shimla,9.3,2628,3,2,16,23.1,176.81
Palampur,9.2,2663,1,1,34,18.5,175.01
Chamba,9.7,3219,5,4,17,20.8,229.94
Mandi,6.0,1579,5,5,7,24.1,149.36
Mandi,8.5,3529,5,4,35,11.6,256.41
Dharamshala,8.8,2072,1,1,25,22.7,132.89
Shimla,5.2,1361,5,5,24,1.6,147.89
Chamba,4.0,3073,2,2,3,3.1,214.12
Mandi,10.0,946,5,4,17,12.5,172.48
Chamba,3.2,1918,5,4,18,11.6,116.9
Kullu,7.2,3233,1,1,10,11.2,192.59
Kullu,7.6,3198,2,1,22,13.7,179.66
Bilaspur,7.8,1397,2,1,9,13.7,149.46
Dharamshala,4.8,1082,2,2,18,21.8,77.44
Shimla,8.1,611,3,2,32,9.0,113.83
Kullu,4.5,812,3,3,29,8.2,74.06
Kullu,8.8,3388,4,3,11,17.7,232.13
Mandi,4.5,3242,4,4,8,16.4,188.72
Shimla,7.9,2270,2,1,0,20.8,157.24
Bilaspur,8.5,2495,1,1,13,8.1,192.8
Shimla,4.3,1643,4,4,0,0.7,188.57
Palampur,4.7,1172,1,1,5,23.6,77.96
Kullu,8.5,540,1,1,39,1.6,85.86
Palampur,3.6,2851,4,4,34,17.2,115.7
Chamba,4.3,623,2,2,22,8.4,46.11
Chamba,6.2,867,1,1,30,10.9,81.61
Kullu,9.5,3274,2,1,19,21.0,214.91
Solan,6.9,2539,3,3,24,10.8,177.55
Bilaspur,5.7,2213,5,4,36,4.0,170.08
Palampur,9.8,1264,5,5,3,19.0,178.47
Palampur,6.2,1024,4,4,14,1.0,136.33
Shimla,6.0,2132,5,4,4,7.2,227.84
Dharamshala,5.9,1754,3,2,31,13.7,136.74
Kullu,5.2,2369,3,2,32,11.2,130.18
Shimla,5.3,1078,5,5,28,15.7,84.15
Bilaspur,7.8,1310,2,2,24,9.8,129.64
Chamba,3.3,895,5,4,19,10.1,89.98
Solan,7.8,1985,5,4,0,9.0,225.76
Palampur,4.4,1467,2,1,30,22.2,65.01
Kullu,5.7,1282,4,4,35,0.9,119.48
Solan,4.0,2423,4,3,38,23.5,120.55
Shimla,6.9,2240,4,3,13,9.3,187.67
Chamba,8.1,1235,2,1,8,9.4,149.65
Solan,5.5,2946,5,5,26,18.3,184.74
Shimla,4.1,1702,3,3,0,10.0,149.86
Bilaspur,4.6,1694,1,1,2,15.6,77.0
Kullu,8.7,2172,1,1,32,22.6,135.82
Dharamshala,4.9,986,4,3,38,21.2,46.63
Bilaspur,8.4,1970,3,3,16,13.1,178.6
Chamba,5.3,2538,1,1,20,18.1,141.12
Mandi,4.3,950,3,3,21,10.1,74.38
Kullu,8.1,2477,3,3,5,19.5,182.79
Dharamshala,6.3,636,1,1,8,4.7,92.15
Shimla,3.2,2612,2,2,11,1.6,158.94
Bilaspur,9.7,624,3,2,33,13.7,96.07
Dharamshala,4.0,1112,4,3,17,5.8,111.28
Kullu,5.5,1725,4,3,28,18.4,116.4
Mandi,5.7,2651,1,1,7,3.0,190.65
Solan,6.4,3015,4,4,38,0.7,207.23
Palampur,8.5,2141,5,4,35,17.1,165.19
Chamba,3.0,959,1,1,19,12.8,39.39
Dharamshala,9.5,1856,5,5,9,23.8,189.94
Dharamshala,7.5,3254,1,1,39,6.6,187.64
Palampur,9.7,816,4,3,32,3.5,145.38
Chamba,8.7,3004,2,2,20,1.1,243.01
Shimla,9.5,1850,4,4,10,11.4,196.72
Dharamshala,7.2,513,5,4,24,3.0,130.72
Shimla,5.5,2931,5,4,14,19.5,189.97
Solan,6.1,593,5,5,26,2.3,125.59
Solan,7.6,1793,5,4,33,23.1,152.68
Chamba,6.0,1182,2,1,19,13.8,76.78
Palampur,8.1,2543,3,2,1,17.6,173.36
Palampur,3.6,696,4,3,22,3.7,78.68
Shimla,8.8,818,1,1,34,2.7,96.98
Bilaspur,4.4,2359,3,3,8,9.2,128.85
Kullu,9.6,3978,3,2,38,13.3,274.78
Chamba,4.1,638,5,5,14,14.6,95.65
Solan,3.9,2112,1,1,27,8.6,112.37
Bilaspur,8.7,3309,1,1,28,7.2,214.52
Palampur,8.7,1517,1,1,7,24.5,125.66
Palampur,8.2,2225,3,3,1,7.2,211.79
Mandi,9.7,3435,3,3,37,3.9,267.08
Mandi,4.9,3047,3,2,28,9.3,177.99
Shimla,8.8,1526,2,1,25,7.9,148.16
Solan,5.5,3127,2,1,12,10.8,189.14
Shimla,6.8,2865,3,3,4,15.8,223.37
Shimla,6.1,2273,1,1,10,15.3,143.3
Dharamshala,3.0,2043,4,3,21,17.6,96.0
Shimla,7.0,3738,1,1,27,4.3,228.65
Solan,8.2,3559,4,3,12,1.6,291.54
Dharamshala,4.2,3965,3,2,8,19.9,204.52
Dharamshala,9.5,2863,5,5,9,5.8,278.97
Mandi,6.7,1757,4,4,38,8.2,134.01
Palampur,4.2,883,3,2,25,11.7,68.89
Bilaspur,7.5,940,4,3,39,18.0,77.43
Dharamshala,4.3,3829,1,1,0,4.5,222.55
Shimla,3.4,1771,1,1,18,22.6,52.68
Kullu,7.8,886,3,3,18,8.4,142.14
Mandi,3.8,1281,5,4,16,24.6,103.66
Solan,3.7,573,5,4,15,7.5,78.7
Kullu,8.2,2358,2,2,3,18.3,183.06
Palampur,3.4,2568,2,1,1,9.7,149.23
Shimla,8.7,1824,5,5,31,21.0,169.65
Kullu,8.6,3104,3,2,17,11.8,230.19
Kullu,4.0,2181,1,1,6,21.8,96.76
Bilaspur,6.6,3859,2,2,13,19.0,219.98
Kullu,3.7,3171,5,4,37,14.9,165.55
Solan,7.4,763,5,5,18,6.6,167.22
Kullu,3.4,1459,5,5,39,6.9,98.16
Chamba,9.6,3139,1,1,6,24.8,207.9
Kullu,4.5,2381,5,4,4,23.2,165.5
Kullu,7.8,3136,1,1,22,3.9,218.81
Chamba,3.9,1673,5,4,27,5.5,132.16
Dharamshala,4.5,633,5,4,39,3.1,104.87
Bilaspur,6.2,3247,2,2,18,5.4,187.23
Kullu,7.0,3247,1,1,8,7.6,202.71
Palampur,10.0,2738,4,3,21,21.0,223.77
Solan,3.2,1915,1,1,12,2.8,106.37
Mandi,3.0,529,3,2,7,22.1,22.01
Mandi,5.5,3047,2,2,3,24.3,162.32
Chamba,5.6,2810,3,2,28,7.4,168.4
Kullu,9.2,2836,5,4,25,11.7,247.26
Palampur,9.4,1095,5,4,6,13.5,191.28
Mandi,9.2,3059,3,3,22,5.5,248.26
Dharamshala,4.0,3035,2,1,35,18.4,136.41
Bilaspur,5.9,3501,5,4,32,14.7,198.7
Kullu,8.2,2485,3,2,18,3.2,215.98
Solan,5.2,3060,1,1,2,22.5,174.33
Solan,7.6,1905,5,4,25,7.9,198.98
Shimla,4.7,2938,5,4,20,4.3,229.96
Mandi,5.3,2929,2,2,36,24.6,116.14
Palampur,9.0,3228,1,1,22,3.0,245.17
Chamba,4.8,3498,1,1,29,2.0,185.39
Palampur,9.8,511,3,3,21,6.3,146.15
Palampur,5.1,3225,2,1,21,8.3,199.87
Solan,3.2,3273,4,3,12,11.1,181.43
Solan,4.8,2408,4,3,16,17.3,130.3
Dharamshala,4.2,2318,1,1,11,9.5,154.93
Chamba,6.5,3029,5,5,18,14.2,227.7
Bilaspur,3.8,2093,1,1,38,0.6,107.32
Chamba,7.4,1948,1,1,13,9.9,149.45
Kullu,9.1,3311,4,3,18,23.7,202.73
Dharamshala,5.5,3261,4,4,37,19.5,177.7
Shimla,4.2,1224,5,4,6,18.6,105.73
Mandi,5.8,3401,3,2,10,8.0,225.87
Chamba,8.5,1642,3,3,19,12.5,162.6
Palampur,7.1,980,4,3,16,21.2,66.41
Chamba,3.7,3574,4,3,13,22.1,189.98
Chamba,6.8,1333,4,3,31,17.9,112.58
